order_id,created_at,channel,gross,refund,currency,status,is_test_order
E76-1320,2026-01-19T21:26:00Z,facebook,197.28,0.00,USD,paid,false
E76-1323,2026-01-19T21:53:00Z,(direct),86.52,0.00,USD,paid,false
E76-1325,2026-01-19T22:05:00Z,fb,72.16,0.00,USD,paid,false
E76-1329,2026-01-19T22:36:00Z,(direct),93.59,0.00,USD,paid,false
E76-1331,2026-01-19T23:54:00Z,"Facebook Ads",115.38,0.00,USD,paid,false
E76-1364,2026-01-20T14:37:00Z,"Facebook Ads",52.92,0.00,USD,paid,false
E76-1348,2026-01-20T14:54:00Z,facebook,181.82,0.00,CAD,paid,false
E76-1337,2026-01-20T15:01:00Z,email,190.49,0.00,USD,paid,false
E76-1340,2026-01-20T15:02:00Z,facebook,55.34,0.00,USD,paid,false
E76-1353,2026-01-20T15:30:00Z,email,65.93,0.00,USD,paid,false
E76-1352,2026-01-20T15:32:00Z,fb,64.98,0.00,USD,paid,false
E76-1344,2026-01-20T15:37:00Z,google,38.50,0.00,USD,paid,false
E76-1359,2026-01-20T15:39:00Z,(direct),55.26,0.00,USD,paid,false
E76-1341,2026-01-20T15:43:00Z,affiliate,36.76,0.00,USD,cancelled,false
E76-1362,2026-01-20T15:49:00Z,google,62.02,0.00,CAD,cancelled,false
E76-1365,2026-01-20T16:01:00Z,tiktok,46.83,0.00,USD,cancelled,false
E76-1365,2026-01-20T16:01:00Z,tiktok,46.83,0.00,USD,cancelled,false
E76-1351,2026-01-20T16:40:00Z,google,189.89,0.00,USD,cancelled,false
E76-1361,2026-01-20T17:02:00Z,(direct),113.59,0.00,USD,paid,false
E76-1363,2026-01-20T17:16:00Z,"Facebook Ads",136.56,0.00,USD,paid,false
E76-1338,2026-01-20T18:07:00Z,affiliate,138.30,0.00,USD,paid,false
E76-1345,2026-01-20T18:21:00Z,tiktok,181.94,0.00,USD,paid,false
E76-1355,2026-01-20T18:50:00Z,(direct),75.61,0.00,USD,paid,false
E76-1360,2026-01-20T18:50:00Z,email,172.78,0.00,USD,paid,false
E76-1349,2026-01-20T19:13:00Z,facebook,82.12,0.00,USD,paid,false
E76-1357,2026-01-20T20:26:00Z,facebook,201.90,0.00,USD,paid,false
E76-1350,2026-01-20T20:52:00Z,google,190.43,0.00,USD,paid,false
E76-1342,2026-01-20T20:55:00Z,fb,87.77,0.00,USD,paid,false
E76-1354,2026-01-20T21:38:00Z,affiliate,155.76,0.00,USD,paid,false
E76-1339,2026-01-20T22:08:00Z,tiktok,76.24,0.00,USD,paid,false
E76-1346,2026-01-20T22:53:00Z,"Facebook Ads",138.93,138.93,USD,paid,false
E76-1356,2026-01-20T23:14:00Z,affiliate,202.75,0.00,CAD,paid,false
E76-1358,2026-01-20T23:27:00Z,email,144.12,0.00,USD,paid,false
E76-1347,2026-01-20T23:36:00Z,facebook,57.01,0.00,USD,paid,false
E76-1343,2026-01-20T23:39:00Z,email,76.01,0.00,USD,paid,false
E76-1386,2026-01-21T14:15:00Z,facebook,96.70,0.00,USD,paid,false
E76-1371,2026-01-21T15:17:00Z,(direct),119.46,0.00,USD,paid,false
E76-1375,2026-01-21T15:39:00Z,tiktok,193.34,0.00,CAD,paid,false
E76-1368,2026-01-21T15:46:00Z,facebook,72.03,0.00,USD,paid,false
E76-1377,2026-01-21T15:46:00Z,fb,112.92,0.00,USD,paid,false
E76-1380,2026-01-21T15:57:00Z,facebook,77.83,0.00,USD,paid,false
E76-1366,2026-01-21T16:13:00Z,"Facebook Ads",197.12,0.00,CAD,paid,false
E76-1373,2026-01-21T16:15:00Z,fb,77.38,0.00,CAD,paid,false
E76-1381,2026-01-21T16:40:00Z,"Facebook Ads",116.80,0.00,USD,paid,false
E76-1370,2026-01-21T16:45:00Z,"Facebook Ads",138.07,0.00,USD,cancelled,false
E76-1384,2026-01-21T16:53:00Z,affiliate,192.64,0.00,USD,paid,false
E76-1372,2026-01-21T18:44:00Z,tiktok,194.91,0.00,USD,paid,false
E76-1379,2026-01-21T19:06:00Z,affiliate,47.08,0.00,USD,paid,false
E76-1382,2026-01-21T20:24:00Z,tiktok,192.81,0.00,USD,paid,false
E76-1385,2026-01-21T20:43:00Z,facebook,200.77,0.00,USD,paid,false
E76-1376,2026-01-21T21:19:00Z,google,85.02,0.00,USD,paid,false
E76-1374,2026-01-21T21:31:00Z,"Facebook Ads",92.31,0.00,USD,paid,false
E76-1367,2026-01-21T21:58:00Z,fb,109.96,0.00,USD,paid,false
E76-1383,2026-01-21T22:05:00Z,google,70.00,0.00,USD,paid,false
E76-1369,2026-01-21T22:07:00Z,facebook,111.62,0.00,USD,paid,false
E76-1388,2026-01-21T22:17:00Z,fb,64.24,0.00,USD,cancelled,false
E76-1378,2026-01-21T22:45:00Z,tiktok,51.45,0.00,USD,paid,false
E76-1387,2026-01-21T22:45:00Z,affiliate,35.64,0.00,USD,paid,false
E76-1419,2026-01-22T14:21:00Z,facebook,83.76,0.00,USD,paid,false
E76-1411,2026-01-22T14:32:00Z,"Facebook Ads",66.54,0.00,USD,paid,false
E76-1412,2026-01-22T14:35:00Z,"Facebook Ads",99.17,0.00,USD,paid,false
E76-1405,2026-01-22T14:44:00Z,google,144.74,0.00,USD,paid,false
E76-1402,2026-01-22T14:50:00Z,tiktok,170.01,0.00,CAD,paid,false
E76-1390,2026-01-22T15:21:00Z,tiktok,92.33,0.00,USD,paid,false
E76-1404,2026-01-22T15:52:00Z,email,127.26,0.00,CAD,paid,false
E76-1398,2026-01-22T16:07:00Z,affiliate,173.70,0.00,USD,paid,false
E76-1414,2026-01-22T16:07:00Z,(direct),166.97,0.00,USD,paid,false
E76-1392,2026-01-22T16:58:00Z,tiktok,122.87,0.00,USD,paid,false
E76-1416,2026-01-22T17:51:00Z,google,51.85,0.00,CAD,paid,false
E76-1408,2026-01-22T17:52:00Z,"Facebook Ads",94.11,94.11,USD,paid,false
E76-1410,2026-01-22T18:20:00Z,email,118.22,0.00,USD,paid,false
E76-1394,2026-01-22T19:29:00Z,google,75.98,0.00,USD,paid,false
E76-1403,2026-01-22T19:32:00Z,(direct),185.03,0.00,USD,paid,false
E76-1393,2026-01-22T19:39:00Z,email,74.17,0.00,USD,paid,false
E76-1391,2026-01-22T19:55:00Z,"Facebook Ads",71.38,0.00,USD,paid,false
E76-1400,2026-01-22T20:37:00Z,tiktok,163.94,0.00,USD,paid,false
E76-1415,2026-01-22T20:58:00Z,facebook,178.26,0.00,USD,paid,false
E76-1397,2026-01-22T21:13:00Z,affiliate,154.46,0.00,USD,paid,false
E76-1406,2026-01-22T21:26:00Z,fb,58.05,0.00,USD,paid,false
E76-1395,2026-01-22T22:06:00Z,fb,185.59,0.00,USD,paid,false
E76-1401,2026-01-22T22:22:00Z,fb,117.84,0.00,USD,paid,true
E76-1418,2026-01-22T22:25:00Z,fb,194.59,0.00,USD,paid,false
E76-1407,2026-01-22T22:29:00Z,(direct),138.85,0.00,USD,paid,false
E76-1396,2026-01-22T22:32:00Z,(direct),59.46,0.00,USD,paid,false
E76-1417,2026-01-22T22:47:00Z,(direct),175.51,0.00,USD,paid,false
E76-1389,2026-01-22T22:50:00Z,facebook,81.98,40.99,USD,paid,false
E76-1413,2026-01-22T23:11:00Z,tiktok,56.96,0.00,USD,paid,false
E76-1409,2026-01-22T23:14:00Z,(direct),87.52,0.00,CAD,paid,false
E76-1399,2026-01-22T23:56:00Z,"Facebook Ads",77.88,0.00,USD,paid,false
E76-1445,2026-01-23T14:03:00Z,email,81.21,40.60,USD,paid,false
E76-1439,2026-01-23T14:04:00Z,(direct),158.21,0.00,USD,paid,false
E76-1432,2026-01-23T14:33:00Z,email,168.32,0.00,USD,paid,false
E76-1421,2026-01-23T16:13:00Z,email,104.06,0.00,USD,paid,false
E76-1440,2026-01-23T16:14:00Z,affiliate,137.55,0.00,USD,cancelled,false
E76-1444,2026-01-23T16:17:00Z,facebook,165.69,0.00,USD,paid,false
E76-1422,2026-01-23T16:31:00Z,(direct),200.47,0.00,USD,paid,false
E76-1424,2026-01-23T16:41:00Z,(direct),190.54,190.54,CAD,paid,false
E76-1443,2026-01-23T16:42:00Z,fb,92.23,0.00,USD,paid,false
E76-1426,2026-01-23T16:54:00Z,"Facebook Ads",119.08,0.00,CAD,paid,false
E76-1442,2026-01-23T17:13:00Z,"Facebook Ads",202.38,202.38,USD,paid,false
E76-1435,2026-01-23T17:15:00Z,email,89.09,0.00,USD,paid,false
E76-1423,2026-01-23T17:23:00Z,fb,95.67,0.00,USD,paid,false
E76-1436,2026-01-23T17:34:00Z,facebook,200.40,0.00,CAD,paid,false
E76-1441,2026-01-23T17:34:00Z,tiktok,52.73,0.00,CAD,cancelled,false
E76-1429,2026-01-23T18:18:00Z,"Facebook Ads",60.96,0.00,USD,paid,false
E76-1425,2026-01-23T18:24:00Z,google,127.71,0.00,CAD,paid,false
E76-1433,2026-01-23T18:47:00Z,email,116.80,116.80,USD,paid,false
E76-1420,2026-01-23T19:21:00Z,affiliate,95.95,0.00,USD,paid,false
E76-1428,2026-01-23T19:35:00Z,email,44.28,0.00,USD,paid,false
E76-1431,2026-01-23T19:39:00Z,"Facebook Ads",181.11,0.00,USD,paid,false
E76-1427,2026-01-23T20:19:00Z,(direct),48.25,0.00,USD,paid,false
E76-1438,2026-01-23T20:36:00Z,fb,204.76,0.00,USD,paid,false
E76-1447,2026-01-23T21:41:00Z,(direct),84.65,0.00,USD,paid,false
E76-1430,2026-01-23T22:01:00Z,(direct),120.81,0.00,USD,paid,false
E76-1448,2026-01-23T22:18:00Z,fb,112.82,0.00,USD,cancelled,false
E76-1437,2026-01-23T22:48:00Z,fb,140.23,0.00,USD,paid,false
E76-1434,2026-01-23T23:04:00Z,google,183.18,0.00,USD,paid,false
E76-1446,2026-01-23T23:56:00Z,"Facebook Ads",140.87,0.00,USD,paid,false
E76-1449,2026-01-24T14:07:00Z,facebook,94.92,0.00,USD,paid,false
E76-1456,2026-01-24T14:10:00Z,tiktok,107.34,0.00,USD,paid,false
E76-1463,2026-01-24T14:17:00Z,fb,175.79,0.00,USD,paid,false
E76-1458,2026-01-24T14:22:00Z,tiktok,118.84,0.00,USD,paid,false
E76-1469,2026-01-24T14:50:00Z,fb,128.34,0.00,CAD,cancelled,false
E76-1459,2026-01-24T15:18:00Z,(direct),88.83,0.00,USD,paid,false
E76-1467,2026-01-24T15:27:00Z,email,110.89,55.45,USD,paid,false
E76-1466,2026-01-24T15:37:00Z,facebook,28.78,0.00,USD,paid,false
E76-1468,2026-01-24T16:58:00Z,"Facebook Ads",65.97,0.00,USD,paid,false
E76-1450,2026-01-24T17:18:00Z,google,138.33,0.00,USD,paid,false
E76-1461,2026-01-24T17:23:00Z,google,195.01,0.00,USD,paid,false
E76-1453,2026-01-24T18:24:00Z,tiktok,109.03,0.00,USD,paid,false
E76-1452,2026-01-24T19:56:00Z,tiktok,173.70,0.00,USD,paid,false
E76-1464,2026-01-24T20:59:00Z,tiktok,117.60,0.00,USD,paid,false
E76-1462,2026-01-24T21:43:00Z,(direct),25.99,0.00,USD,paid,false
E76-1465,2026-01-24T21:51:00Z,email,44.14,0.00,USD,paid,false
E76-1455,2026-01-24T22:00:00Z,affiliate,78.31,0.00,USD,paid,false
E76-1457,2026-01-24T22:33:00Z,tiktok,64.96,0.00,USD,paid,false
E76-1460,2026-01-24T22:47:00Z,google,188.20,0.00,USD,paid,false
E76-1454,2026-01-24T23:22:00Z,facebook,140.98,0.00,USD,paid,false
E76-1451,2026-01-24T23:53:00Z,tiktok,120.69,0.00,USD,paid,false
E76-1479,2026-01-25T14:19:00Z,tiktok,56.55,0.00,USD,paid,false
E76-1485,2026-01-25T14:56:00Z,"Facebook Ads",29.79,0.00,USD,paid,false
E76-1480,2026-01-25T16:33:00Z,facebook,35.05,0.00,USD,paid,false
E76-1486,2026-01-25T16:46:00Z,email,41.88,0.00,USD,paid,false
E76-1490,2026-01-25T16:50:00Z,affiliate,179.55,0.00,USD,paid,false
E76-1477,2026-01-25T17:12:00Z,"Facebook Ads",57.94,0.00,USD,paid,false
E76-1474,2026-01-25T18:15:00Z,tiktok,47.31,0.00,USD,paid,false
E76-1488,2026-01-25T19:04:00Z,facebook,176.79,0.00,USD,paid,false
E76-1471,2026-01-25T19:13:00Z,email,100.41,0.00,USD,paid,false
E76-1482,2026-01-25T19:13:00Z,google,81.46,0.00,USD,paid,false
E76-1473,2026-01-25T19:18:00Z,fb,45.41,0.00,CAD,paid,false
E76-1475,2026-01-25T19:35:00Z,facebook,157.45,0.00,USD,paid,false
E76-1491,2026-01-25T20:34:00Z,"Facebook Ads",93.63,0.00,USD,paid,false
E76-1472,2026-01-25T21:16:00Z,fb,53.54,0.00,USD,paid,false
E76-1478,2026-01-25T21:43:00Z,google,201.28,0.00,USD,paid,false
E76-1481,2026-01-25T21:44:00Z,google,190.50,0.00,USD,paid,false
E76-1476,2026-01-25T22:33:00Z,facebook,204.61,0.00,USD,paid,false
E76-1470,2026-01-25T22:34:00Z,tiktok,119.72,0.00,USD,paid,false
E76-1484,2026-01-25T22:34:00Z,fb,197.48,0.00,USD,paid,false
E76-1487,2026-01-25T22:50:00Z,facebook,153.42,0.00,USD,paid,false
E76-1489,2026-01-25T23:21:00Z,email,133.44,0.00,USD,paid,false
E76-1483,2026-01-25T23:31:00Z,facebook,76.38,0.00,USD,paid,false
E76-1512,2026-01-26T14:15:00Z,email,151.67,0.00,USD,paid,false
E76-1497,2026-01-26T14:33:00Z,"Facebook Ads",136.78,0.00,USD,paid,false
E76-1495,2026-01-26T15:03:00Z,google,31.39,0.00,CAD,paid,false
E76-1503,2026-01-26T15:14:00Z,fb,89.26,0.00,USD,paid,false
E76-1511,2026-01-26T15:26:00Z,facebook,97.77,0.00,USD,paid,false
E76-1493,2026-01-26T16:03:00Z,email,156.20,0.00,USD,paid,false
E76-1501,2026-01-26T17:03:00Z,(direct),108.93,0.00,USD,paid,false
E76-1502,2026-01-26T17:32:00Z,affiliate,155.56,0.00,USD,paid,false
E76-1510,2026-01-26T17:36:00Z,facebook,66.39,0.00,USD,paid,false
E76-1504,2026-01-26T19:02:00Z,"Facebook Ads",48.05,0.00,USD,paid,false
E76-1494,2026-01-26T19:14:00Z,fb,159.45,79.72,USD,paid,false
E76-1500,2026-01-26T19:30:00Z,email,123.55,0.00,CAD,paid,true
E76-1505,2026-01-26T19:38:00Z,affiliate,63.09,0.00,USD,paid,false
E76-1508,2026-01-26T20:10:00Z,"Facebook Ads",92.60,0.00,USD,paid,false
E76-1509,2026-01-26T20:22:00Z,tiktok,204.35,0.00,CAD,paid,false
E76-1507,2026-01-26T20:45:00Z,email,82.02,0.00,USD,paid,false
E76-1492,2026-01-26T21:11:00Z,tiktok,72.61,36.31,CAD,paid,false
E76-1498,2026-01-26T21:18:00Z,"Facebook Ads",25.96,0.00,USD,paid,false
E76-1499,2026-01-26T22:11:00Z,affiliate,111.64,0.00,USD,paid,false
E76-1496,2026-01-26T22:39:00Z,tiktok,84.36,0.00,USD,paid,false
E76-1506,2026-01-26T22:50:00Z,"Facebook Ads",201.37,0.00,USD,paid,false
E76-1516,2026-01-27T14:06:00Z,google,156.93,0.00,USD,paid,false
E76-1523,2026-01-27T14:11:00Z,affiliate,42.29,0.00,USD,paid,false
E76-1525,2026-01-27T14:52:00Z,facebook,54.29,0.00,USD,paid,false
E76-1531,2026-01-27T15:03:00Z,facebook,105.82,0.00,USD,paid,false
E76-1540,2026-01-27T15:12:00Z,"Facebook Ads",167.66,0.00,CAD,paid,false
E76-1524,2026-01-27T15:13:00Z,facebook,178.05,0.00,USD,paid,false
E76-1527,2026-01-27T15:28:00Z,tiktok,99.07,0.00,USD,paid,false
E76-1515,2026-01-27T15:59:00Z,email,190.10,0.00,USD,paid,false
E76-1537,2026-01-27T16:15:00Z,affiliate,120.94,0.00,CAD,paid,false
E76-1532,2026-01-27T16:45:00Z,"Facebook Ads",139.82,0.00,USD,paid,false
E76-1519,2026-01-27T16:51:00Z,email,55.98,0.00,USD,paid,false
E76-1526,2026-01-27T16:59:00Z,email,196.18,0.00,USD,paid,false
E76-1528,2026-01-27T17:15:00Z,"Facebook Ads",187.06,0.00,CAD,paid,false
E76-1521,2026-01-27T17:40:00Z,"Facebook Ads",174.92,0.00,USD,paid,false
E76-1529,2026-01-27T17:55:00Z,tiktok,173.72,0.00,USD,paid,false
E76-1514,2026-01-27T18:32:00Z,affiliate,176.55,88.28,USD,paid,false
E76-1520,2026-01-27T18:42:00Z,facebook,64.51,0.00,USD,paid,false
E76-1538,2026-01-27T18:56:00Z,tiktok,74.05,0.00,USD,paid,false
E76-1534,2026-01-27T19:02:00Z,tiktok,114.52,0.00,USD,paid,false
E76-1513,2026-01-27T19:15:00Z,tiktok,188.09,0.00,USD,paid,false
E76-1518,2026-01-27T19:59:00Z,tiktok,63.86,0.00,USD,paid,false
E76-1530,2026-01-27T20:37:00Z,(direct),160.10,0.00,CAD,paid,false
E76-1535,2026-01-27T20:58:00Z,fb,139.08,0.00,USD,paid,false
E76-1533,2026-01-27T21:01:00Z,facebook,40.47,0.00,USD,paid,false
E76-1517,2026-01-27T21:03:00Z,google,190.37,0.00,USD,paid,false
E76-1522,2026-01-27T21:34:00Z,email,33.65,0.00,USD,paid,false
E76-1539,2026-01-27T23:03:00Z,email,53.53,0.00,USD,paid,false
E76-1536,2026-01-27T23:59:00Z,"Facebook Ads",55.44,0.00,USD,paid,false
E76-1552,2026-01-28T14:09:00Z,"Facebook Ads",41.64,0.00,USD,paid,false
E76-1567,2026-01-28T15:04:00Z,affiliate,46.30,0.00,USD,paid,false
E76-1565,2026-01-28T15:41:00Z,google,55.87,0.00,CAD,paid,false
E76-1558,2026-01-28T15:55:00Z,"Facebook Ads",194.55,0.00,USD,paid,false
E76-1541,2026-01-28T16:00:00Z,email,124.24,0.00,USD,paid,false
E76-1561,2026-01-28T16:05:00Z,email,88.92,0.00,USD,paid,false
E76-1549,2026-01-28T16:51:00Z,facebook,72.52,0.00,CAD,paid,false
E76-1557,2026-01-28T17:01:00Z,email,85.15,0.00,USD,paid,false
E76-1544,2026-01-28T17:08:00Z,email,176.79,0.00,USD,paid,false
E76-1559,2026-01-28T17:48:00Z,facebook,128.04,0.00,CAD,paid,false
E76-1553,2026-01-28T18:14:00Z,email,183.67,0.00,CAD,paid,false
E76-1566,2026-01-28T19:02:00Z,(direct),176.59,0.00,USD,paid,false
E76-1546,2026-01-28T19:15:00Z,(direct),70.85,0.00,USD,paid,false
E76-1562,2026-01-28T19:23:00Z,fb,176.84,0.00,USD,paid,false
E76-1563,2026-01-28T19:29:00Z,google,72.21,0.00,USD,paid,false
E76-1548,2026-01-28T19:45:00Z,google,112.70,0.00,USD,cancelled,false
E76-1545,2026-01-28T19:54:00Z,(direct),162.31,0.00,CAD,paid,false
E76-1556,2026-01-28T20:05:00Z,fb,113.84,0.00,USD,paid,false
E76-1564,2026-01-28T20:34:00Z,tiktok,97.95,0.00,CAD,paid,false
E76-1547,2026-01-28T20:43:00Z,google,156.35,0.00,USD,paid,false
E76-1542,2026-01-28T21:32:00Z,"Facebook Ads",117.74,0.00,USD,paid,false
E76-1543,2026-01-28T21:45:00Z,email,188.61,0.00,CAD,paid,false
E76-1555,2026-01-28T21:53:00Z,tiktok,44.97,0.00,USD,paid,false
E76-1560,2026-01-28T21:59:00Z,google,136.63,0.00,USD,cancelled,false
E76-1554,2026-01-28T22:47:00Z,tiktok,132.31,0.00,USD,paid,false
E76-1550,2026-01-28T23:42:00Z,(direct),96.19,0.00,USD,paid,false
E76-1551,2026-01-28T23:47:00Z,"Facebook Ads",65.03,0.00,USD,paid,false
E76-1574,2026-01-29T15:06:00Z,facebook,147.35,0.00,USD,cancelled,false
E76-1576,2026-01-29T15:19:00Z,email,57.03,0.00,USD,paid,false
E76-1581,2026-01-29T16:30:00Z,"Facebook Ads",201.73,0.00,CAD,paid,false
E76-1580,2026-01-29T16:52:00Z,tiktok,61.85,0.00,USD,paid,false
E76-1577,2026-01-29T17:20:00Z,facebook,171.36,0.00,USD,paid,false
E76-1579,2026-01-29T17:41:00Z,"Facebook Ads",38.97,0.00,USD,paid,false
E76-1568,2026-01-29T18:15:00Z,"Facebook Ads",70.77,0.00,USD,paid,false
E76-1570,2026-01-29T18:38:00Z,email,53.50,0.00,CAD,paid,false
E76-1571,2026-01-29T18:42:00Z,facebook,53.34,0.00,CAD,paid,false
E76-1583,2026-01-29T19:06:00Z,"Facebook Ads",143.79,0.00,USD,paid,false
E76-1572,2026-01-29T20:04:00Z,fb,122.77,0.00,CAD,paid,false
E76-1582,2026-01-29T20:09:00Z,(direct),25.34,0.00,CAD,paid,false
E76-1585,2026-01-29T20:21:00Z,google,119.65,0.00,CAD,paid,false
E76-1584,2026-01-29T21:11:00Z,fb,80.64,0.00,USD,paid,false
E76-1575,2026-01-29T22:57:00Z,(direct),199.13,0.00,USD,paid,false
E76-1578,2026-01-29T23:09:00Z,email,64.45,0.00,USD,paid,false
E76-1569,2026-01-29T23:42:00Z,tiktok,52.78,0.00,USD,cancelled,false
E76-1573,2026-01-29T23:47:00Z,email,80.37,0.00,USD,paid,false
E76-1593,2026-01-30T14:40:00Z,tiktok,88.73,0.00,USD,paid,false
E76-1590,2026-01-30T15:13:00Z,google,104.06,0.00,USD,paid,false
E76-1586,2026-01-30T15:22:00Z,tiktok,27.91,0.00,CAD,paid,false
E76-1588,2026-01-30T15:32:00Z,facebook,131.84,65.92,USD,paid,true
E76-1605,2026-01-30T17:03:00Z,"Facebook Ads",200.72,0.00,USD,paid,false
E76-1597,2026-01-30T17:09:00Z,(direct),59.71,0.00,USD,paid,false
E76-1600,2026-01-30T17:56:00Z,fb,161.86,0.00,USD,paid,false
E76-1589,2026-01-30T19:13:00Z,(direct),86.35,0.00,USD,paid,false
E76-1591,2026-01-30T19:19:00Z,"Facebook Ads",46.35,46.35,CAD,paid,false
E76-1587,2026-01-30T19:25:00Z,tiktok,187.85,0.00,CAD,paid,false
E76-1604,2026-01-30T20:17:00Z,facebook,163.95,0.00,USD,paid,true
E76-1599,2026-01-30T20:27:00Z,email,171.18,0.00,USD,paid,false
E76-1601,2026-01-30T20:28:00Z,(direct),128.40,0.00,USD,paid,false
E76-1602,2026-01-30T20:48:00Z,tiktok,68.83,0.00,CAD,paid,false
E76-1595,2026-01-30T20:58:00Z,tiktok,162.57,0.00,USD,paid,false
E76-1592,2026-01-30T21:06:00Z,affiliate,189.55,0.00,USD,paid,false
E76-1603,2026-01-30T22:04:00Z,"Facebook Ads",122.00,0.00,USD,paid,false
E76-1596,2026-01-30T22:11:00Z,(direct),126.58,0.00,USD,paid,false
E76-1594,2026-01-30T22:25:00Z,"Facebook Ads",107.22,0.00,USD,paid,false
E76-1606,2026-01-30T22:48:00Z,fb,125.69,0.00,USD,paid,false
E76-1598,2026-01-30T22:52:00Z,affiliate,74.90,0.00,USD,paid,false
E76-1624,2026-01-31T14:34:00Z,tiktok,179.55,0.00,USD,paid,false
E76-1627,2026-01-31T14:37:00Z,email,170.48,0.00,USD,paid,false
E76-1613,2026-01-31T14:42:00Z,facebook,99.92,0.00,USD,paid,false
E76-1623,2026-01-31T15:20:00Z,google,90.99,0.00,USD,paid,false
E76-1614,2026-01-31T15:42:00Z,"Facebook Ads",99.67,0.00,USD,paid,false
E76-1629,2026-01-31T16:07:00Z,(direct),178.46,0.00,USD,paid,false
E76-1609,2026-01-31T17:06:00Z,email,61.16,0.00,USD,paid,false
E76-1618,2026-01-31T17:10:00Z,google,52.06,0.00,USD,paid,false
E76-1620,2026-01-31T17:12:00Z,affiliate,63.34,0.00,USD,paid,false
E76-1608,2026-01-31T17:25:00Z,email,28.31,0.00,USD,paid,false
E76-1625,2026-01-31T17:33:00Z,facebook,134.94,0.00,USD,paid,false
E76-1611,2026-01-31T17:36:00Z,email,93.20,0.00,CAD,paid,false
E76-1632,2026-01-31T18:19:00Z,google,41.16,0.00,USD,paid,false
E76-1621,2026-01-31T18:34:00Z,facebook,98.92,0.00,CAD,paid,false
E76-1633,2026-01-31T19:19:00Z,email,69.07,0.00,USD,paid,false
E76-1628,2026-01-31T19:35:00Z,google,119.68,0.00,USD,paid,false
E76-1607,2026-01-31T20:55:00Z,fb,54.25,0.00,USD,paid,false
E76-1616,2026-01-31T21:16:00Z,fb,201.05,0.00,USD,paid,false
E76-1610,2026-01-31T21:42:00Z,email,114.52,0.00,USD,paid,false
E76-1612,2026-01-31T22:17:00Z,"Facebook Ads",63.03,63.03,USD,paid,false
E76-1622,2026-01-31T22:26:00Z,(direct),181.29,0.00,USD,paid,false
E76-1630,2026-01-31T22:26:00Z,facebook,110.03,0.00,USD,paid,false
E76-1631,2026-01-31T22:38:00Z,"Facebook Ads",138.94,0.00,CAD,paid,false
E76-1617,2026-01-31T23:01:00Z,tiktok,28.00,0.00,USD,paid,false
E76-1619,2026-01-31T23:21:00Z,facebook,174.03,0.00,CAD,paid,false
E76-1626,2026-01-31T23:32:00Z,facebook,183.20,0.00,USD,paid,false
E76-1615,2026-01-31T23:50:00Z,email,199.02,0.00,USD,paid,false
E76-1643,2026-02-01T14:20:00Z,facebook,196.40,0.00,USD,paid,false
E76-1637,2026-02-01T14:38:00Z,google,186.62,0.00,CAD,paid,false
E76-1652,2026-02-01T15:09:00Z,fb,153.85,0.00,USD,paid,false
E76-1653,2026-02-01T15:25:00Z,facebook,165.40,0.00,USD,paid,false
E76-1646,2026-02-01T15:34:00Z,"Facebook Ads",134.98,0.00,USD,paid,false
E76-1655,2026-02-01T15:42:00Z,facebook,89.05,0.00,USD,paid,false
E76-1651,2026-02-01T16:25:00Z,"Facebook Ads",62.47,0.00,USD,paid,false
E76-1639,2026-02-01T16:46:00Z,google,101.32,0.00,USD,paid,false
E76-1634,2026-02-01T16:56:00Z,email,97.58,0.00,USD,paid,false
E76-1654,2026-02-01T17:16:00Z,tiktok,164.16,0.00,USD,paid,false
E76-1635,2026-02-01T17:28:00Z,google,78.86,0.00,USD,paid,false
E76-1647,2026-02-01T17:33:00Z,fb,42.20,0.00,CAD,paid,false
E76-1657,2026-02-01T18:20:00Z,"Facebook Ads",204.97,0.00,USD,paid,false
E76-1640,2026-02-01T18:36:00Z,fb,137.76,0.00,USD,paid,false
E76-1644,2026-02-01T18:51:00Z,affiliate,103.18,103.18,USD,paid,false
E76-1645,2026-02-01T19:00:00Z,facebook,133.56,0.00,USD,paid,false
E76-1648,2026-02-01T19:17:00Z,fb,171.31,0.00,USD,paid,false
E76-1641,2026-02-01T20:29:00Z,(direct),95.69,0.00,USD,paid,false
E76-1636,2026-02-01T20:39:00Z,facebook,67.86,0.00,USD,paid,false
E76-1649,2026-02-01T21:04:00Z,tiktok,144.10,0.00,USD,paid,false
E76-1656,2026-02-01T21:56:00Z,affiliate,120.99,0.00,USD,paid,false
E76-1638,2026-02-01T22:25:00Z,google,199.67,0.00,USD,paid,false
E76-1650,2026-02-01T22:59:00Z,google,200.37,0.00,USD,paid,false
E76-1642,2026-02-01T23:26:00Z,facebook,123.60,0.00,USD,cancelled,false
E76-1668,2026-02-02T14:31:00Z,tiktok,153.06,0.00,USD,paid,false
E76-1687,2026-02-02T14:33:00Z,fb,144.96,0.00,USD,paid,false
E76-1671,2026-02-02T15:36:00Z,tiktok,100.13,0.00,USD,paid,false
E76-1679,2026-02-02T15:43:00Z,(direct),28.17,0.00,USD,paid,false
E76-1677,2026-02-02T15:45:00Z,facebook,202.53,0.00,CAD,paid,false
E76-1662,2026-02-02T15:56:00Z,email,67.58,0.00,USD,paid,false
E76-1672,2026-02-02T16:20:00Z,google,100.89,0.00,USD,paid,false
E76-1676,2026-02-02T16:24:00Z,affiliate,120.16,0.00,USD,paid,false
